Player ,teamID,avg ,gp,gs ,ab ,r ,h ,2b ,3b ,hr ,rbi ,tb ,slg% ,bb ,hbp ,so ,gdp ,ob% ,sf ,sh ,sb,att ,year
Kevin Mott,WAR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
Joe Poole,BVU,0.387,38,38,124,24,48,6,0,2,19,60,0.484,19,3,15,1,0.473,2,1,9,13,2006
Adam Hardie,BVU,0.316,33,32,117,22,37,5,0,1,13,45,0.385,7,2,16,5,0.362,1,3,6,8,2006
Ryan Dupic,BVU,0.303,32,30,109,22,33,7,0,5,27,55,0.505,9,6,15,4,0.384,1,0,3,3,2006
Derek Fink,BVU,0.303,38,38,119,26,36,5,1,7,27,64,0.538,15,13,17,1,0.432,1,2,1,1,2006
Alex Fokken,BVU,0.29,29,29,100,11,29,6,0,0,17,35,0.35,7,1,13,3,0.339,1,0,1,2,2006
David Callahan,BVU,0.273,37,37,132,23,36,2,0,1,7,41,0.311,18,7,18,1,0.384,2,1,6,7,2006
Zach Habben,BVU,0.243,34,31,107,14,26,1,0,4,23,39,0.364,3,3,26,5,0.281,1,0,0,0,2006
Michael Barta,BVU,0.302,17,14,43,6,13,3,0,1,8,19,0.442,1,2,7,0,0.348,0,2,0,0,2006
Chris Dolezal,BVU,0.3,7,1,10,3,3,1,0,0,1,4,0.4,1,0,1,0,0.364,0,0,0,0,2006
Lance Eddie,BVU,0.28,27,24,75,8,21,4,0,0,11,25,0.333,11,0,22,2,0.368,1,1,2,4,2006
Justin List,BVU,0.271,23,16,59,11,16,4,0,0,5,20,0.339,2,0,12,0,0.295,0,2,0,0,2006
Jeff Weisenborn,BVU,0.231,5,3,13,5,3,0,0,0,0,3,0.231,3,0,4,0,0.375,0,0,1,1,2006
Marc Goeders,BVU,0.209,37,31,91,9,19,0,0,0,9,19,0.209,6,2,14,3,0.27,1,3,2,2,2006
Dustin Schulz,BVU,0.133,16,8,30,1,4,0,0,0,2,4,0.133,4,0,10,0,0.235,0,0,0,0,2006
Nate Halupnick,BVU,0.1,8,2,10,0,1,0,0,0,0,1,0.1,2,0,4,0,0.25,0,0,0,0,2006
Alexander Messero,BVU,0.077,9,7,13,0,1,0,0,0,0,1,0.077,1,0,7,0,0.143,0,1,0,0,2006
Dan Reis,BVU,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006
Blake Wittrock,BVU,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006
Dan Christiansen,BVU,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2006
Tim Petersen,BVU,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Adam Duerfeldt,CEN,0.481,38,38,135,48,65,11,6,6,46,106,0.785,15,9,7,1,0.543,5,2,7,8,2006
Jeremy Kippley,CEN,0.345,40,40,145,32,50,10,4,3,41,77,0.531,18,5,31,1,0.427,3,1,3,5,2006
Matt Murphy,CEN,0.343,36,31,108,25,37,1,0,0,15,38,0.352,19,1,11,2,0.442,1,5,1,2,2006
Derek Knutson,CEN,0.329,39,38,140,27,46,7,3,3,30,68,0.486,11,4,18,4,0.389,2,1,2,3,2006
Shea Stamp,CEN,0.328,40,40,131,50,43,6,2,4,26,65,0.496,26,21,14,0,0.495,4,3,16,18,2006
Jake Jadlowski,CEN,0.301,38,38,123,25,37,1,2,2,23,48,0.39,16,5,13,3,0.397,2,4,2,4,2006
Michael Edwards,CEN,0.297,36,36,118,30,35,5,0,3,30,49,0.415,23,6,24,2,0.424,4,2,2,3,2006
Justin Owens,CEN,0.212,39,39,113,19,24,1,0,0,14,25,0.221,10,8,18,4,0.316,2,9,0,1,2006
Thomas Sheehan,CEN,0.337,32,26,86,17,29,3,0,0,12,32,0.372,13,0,27,4,0.416,2,2,4,4,2006
Brett Delaney,CEN,0.333,8,1,6,3,2,0,0,0,1,2,0.333,0,1,0,0,0.429,0,0,0,0,2006
Andy Long,CEN,0.204,23,15,49,14,10,1,0,0,7,11,0.224,13,3,6,1,0.4,0,1,1,2,2006
Aaron Heffernan,CEN,0.196,31,18,56,14,11,0,1,0,7,13,0.232,6,2,10,3,0.292,1,2,4,4,2006
Jacob Vaverka,CEN,0.125,15,0,8,3,1,0,0,0,1,1,0.125,2,0,3,0,0.3,0,1,0,1,2006
Matt Kuempel,CEN,0,7,0,5,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2006
Adam Squires,CEN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Chad Kramer,COE,0.397,46,46,179,38,71,17,0,4,47,100,0.559,15,2,15,2,0.442,3,0,16,21,2006
Will Renner,COE,0.397,42,41,116,21,46,9,0,5,37,70,0.603,28,6,24,1,0.526,2,1,0,3,2006
Cody Smith,COE,0.365,46,46,178,36,65,8,6,0,36,85,0.478,11,5,9,3,0.407,5,2,6,9,2006
Brock Auten,COE,0.318,45,45,148,36,47,10,0,8,41,81,0.547,25,4,19,5,0.418,5,1,9,11,2006
Justin Maxwell,COE,0.309,45,45,149,33,46,8,1,0,18,56,0.376,14,13,19,3,0.408,3,4,10,13,2006
Travis Wiltgen,COE,0.306,46,46,170,49,52,7,2,0,20,63,0.371,30,4,21,5,0.413,4,2,14,19,2006
BJ Noethe,COE,0.294,45,45,143,22,42,4,0,0,26,46,0.322,9,6,8,5,0.361,0,5,3,5,2006
Ryan Baranowski,COE,0.288,45,45,139,20,40,7,0,0,20,47,0.338,9,3,10,3,0.342,1,3,3,3,2006
Ryan Smuck,COE,0.259,46,46,143,27,37,9,2,0,14,50,0.35,10,2,24,5,0.314,1,3,4,8,2006
Skylar Price,COE,0.4,12,1,15,0,6,2,1,0,3,10,0.667,0,0,4,1,0.4,0,0,0,0,2006
Bart Dlouhy,COE,0.273,17,2,11,2,3,1,0,0,0,4,0.364,1,0,4,0,0.333,0,0,0,0,2006
Quince Springer,COE,0.2,10,3,15,2,3,1,0,0,0,4,0.267,0,1,8,1,0.25,0,1,0,0,2006
Dan Adams,COE,0.176,23,2,17,6,3,2,0,0,2,5,0.294,4,3,5,0,0.4,1,0,1,1,2006
Jon Reiner,COE,0,5,1,6,0,0,0,0,0,0,0,0,1,0,4,0,0.143,0,1,0,0,2006
Robert DeMoulin,COE,0,11,0,5,4,0,0,0,0,0,0,0,1,0,3,0,0.167,0,0,0,0,2006
Paul Endriss,COE,0,6,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006
Michael Szela,COE,0,15,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2006
Jon Fitzpatrick,COE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006
Brad Grady,COE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Ryan Nicholson,COE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006
Lucas Novotny,COE,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Tyler Downing,COR,0.363,35,35,113,21,41,7,0,2,19,54,0.478,9,7,14,1,0.435,2,1,0,0,2006
Ben Rudman,COR,0.35,37,36,120,21,42,6,0,0,19,48,0.4,2,0,17,2,0.358,1,6,2,3,2006
Kyle Noesen,COR,0.328,38,38,119,23,39,6,1,1,15,50,0.42,15,2,14,1,0.412,0,5,7,9,2006
Jim Bose,COR,0.306,38,38,111,27,34,7,1,2,14,49,0.441,6,14,23,0,0.406,2,13,4,5,2006
Joey Campanelli,COR,0.268,36,36,112,16,30,5,0,0,10,35,0.313,9,1,17,3,0.325,1,1,2,4,2006
Anthony Cozzi,COR,0.258,37,36,120,23,31,3,0,0,14,34,0.283,12,3,22,0,0.341,0,3,2,5,2006
Cameron Gallegos,COR,0.223,38,38,103,14,23,3,0,0,11,26,0.252,9,2,13,1,0.296,1,7,1,4,2006
Jason Hemann,COR,0.4,13,6,25,5,10,1,0,0,4,11,0.44,8,0,2,1,0.529,1,0,0,0,2006
Steve Murray,COR,0.246,26,24,69,3,17,4,0,1,17,24,0.348,3,2,20,1,0.293,1,0,0,0,2006
Casey Korn,COR,0.225,25,24,89,12,20,6,1,0,17,28,0.315,4,0,13,2,0.247,4,2,1,4,2006
Tad Barry,COR,0.213,31,29,89,16,19,2,0,2,16,27,0.303,7,3,10,1,0.29,1,13,6,10,2006
Steven Klingaman,COR,0.143,3,2,7,0,1,0,0,0,2,1,0.143,0,2,2,0,0.333,0,0,0,0,2006
Matthew Bliven,COR,0,11,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006
Dan Cleary,COR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Alex Pompa,COR,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Eric Mann,COR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Kyle Harris,DBQ,0.405,37,36,116,21,47,8,0,2,29,61,0.526,14,3,13,2,0.474,2,0,5,5,2006
Jeremy Rannals,DBQ,0.346,39,39,136,31,47,10,1,2,20,65,0.478,10,6,18,2,0.412,1,0,26,26,2006
John Uribe,DBQ,0.296,31,30,108,17,32,8,2,0,14,44,0.407,16,1,23,1,0.389,1,0,1,1,2006
Adam Burroughs,DBQ,0.296,37,37,125,20,37,4,2,2,26,51,0.408,11,3,11,2,0.362,2,1,8,9,2006
Jeremy Perez,DBQ,0.22,33,33,100,9,22,1,0,0,10,23,0.23,7,0,19,1,0.266,2,0,5,5,2006
Stryder Morissett,DBQ,0.338,22,17,68,8,23,2,0,0,8,25,0.368,7,1,9,0,0.408,0,0,1,3,2006
Bill Albee,DBQ,0.333,8,0,6,0,2,0,0,0,0,2,0.333,1,0,0,1,0.429,0,0,0,0,2006
Bobby Vos,DBQ,0.333,9,0,3,2,1,0,0,0,0,1,0.333,0,0,2,0,0.333,0,0,0,0,2006
Ryan Dunkel,DBQ,0.311,29,29,90,14,28,7,0,2,17,41,0.456,11,3,15,0,0.4,1,0,0,0,2006
Jared Koos,DBQ,0.286,18,8,35,5,10,3,0,0,4,13,0.371,4,0,11,1,0.359,0,0,3,3,2006
TJ Chase,DBQ,0.256,26,15,39,6,10,2,0,0,5,12,0.308,12,0,17,0,0.415,2,2,0,0,2006
Joe Martin,DBQ,0.25,12,12,32,2,8,1,0,1,9,12,0.375,3,0,5,0,0.314,0,0,0,0,2006
Byron Abram,DBQ,0.25,5,1,4,1,1,0,0,0,0,1,0.25,0,0,2,0,0.25,0,0,0,0,2006
Ryan Jordan,DBQ,0.222,9,0,9,1,2,1,0,0,2,3,0.333,0,0,0,1,0.222,0,0,0,0,2006
Mitch Williams,DBQ,0.195,31,26,82,15,16,3,0,0,4,19,0.232,9,2,26,0,0.29,0,1,15,19,2006
Cory Schmaltz,DBQ,0.188,14,9,32,2,6,1,0,0,4,7,0.219,0,0,12,0,0.188,0,0,2,2,2006
Ben Maiers,DBQ,0.182,9,3,11,3,2,0,0,0,0,2,0.182,4,1,3,0,0.438,0,0,0,1,2006
Timothy Terrell,DBQ,0.176,15,6,17,2,3,1,0,0,0,4,0.235,1,2,4,0,0.3,0,0,0,1,2006
Jeff Hoerner,DBQ,0.171,21,10,35,5,6,2,0,0,4,8,0.229,7,0,11,0,0.31,0,1,0,0,2006
Tony Bladel,DBQ,0.139,34,31,79,7,11,0,0,0,7,11,0.139,7,1,6,0,0.213,2,2,3,3,2006
Christopher Dahle,DBQ,0.091,9,2,11,1,1,0,0,0,0,1,0.091,2,0,2,0,0.231,0,0,0,0,2006
Andrew Crane,DBQ,0.059,16,6,17,2,1,0,0,0,1,1,0.059,3,1,5,0,0.238,0,0,0,0,2006
Brian Johannsen,DBQ,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Billy French,DBQ,0,8,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2006
Pat Simmons,DBQ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006
Justin Shaffer,DBQ,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Jordan Skaar,DBQ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2006
Adam Gross,LOR,0.302,41,41,116,20,35,3,2,0,16,42,0.362,19,7,16,0,0.424,2,2,13,22,2006
Don Pirkle,LOR,0.295,39,37,122,22,36,4,0,0,14,40,0.328,15,3,14,2,0.383,1,0,2,5,2006
Nick Olberding,LOR,0.287,41,41,164,20,47,7,0,2,17,60,0.366,7,0,14,0,0.312,2,2,4,6,2006
Patrick Reilly,LOR,0.286,39,36,126,24,36,1,0,0,12,37,0.294,15,0,16,3,0.362,0,2,8,8,2006
Dan Lynch,LOR,0.275,39,39,109,15,30,4,0,0,16,34,0.312,10,5,18,2,0.363,0,1,2,4,2006
Jason Lange,LOR,0.5,2,0,2,1,1,0,0,0,0,1,0.5,0,0,1,0,0.5,0,0,0,0,2006
Tim Andrews,LOR,0.418,21,19,67,17,28,9,2,0,15,41,0.612,6,1,8,1,0.473,0,2,1,1,2006
Dustin Roth,LOR,0.273,28,28,99,8,27,4,1,0,10,33,0.333,8,2,24,1,0.336,1,1,1,1,2006
Kris Thomas,LOR,0.265,34,32,102,21,27,2,2,0,20,33,0.324,18,3,21,3,0.381,3,1,2,3,2006
Blaine Nicks,LOR,0.25,17,3,28,1,7,0,0,0,2,7,0.25,2,1,9,0,0.323,0,0,0,0,2006
Nathan Roling,LOR,0.231,16,6,26,0,6,0,0,0,6,6,0.231,1,1,9,0,0.286,0,0,0,0,2006
Greg Williams,LOR,0.221,31,25,86,14,19,1,0,0,11,20,0.233,9,3,15,2,0.313,1,0,5,8,2006
Brad Hingtgen,LOR,0.217,31,27,83,10,18,3,0,0,13,21,0.253,17,1,18,1,0.353,1,0,0,2,2006
George Bruggenthi,LOR,0.192,28,19,52,3,10,0,0,0,3,10,0.192,6,0,18,0,0.271,1,1,2,4,2006
Aaron Becker,LOR,0.176,28,16,51,9,9,3,0,1,10,15,0.294,11,1,16,2,0.328,1,3,0,0,2006
Tyler Shireman,LOR,0,20,0,4,10,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,2006
Dan Cutler,LOR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006
Nick Teson,LOR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Bobby Friederick,LOR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Kyle Schroeder,LUT,0.471,33,32,119,28,56,12,0,9,48,95,0.798,9,5,7,1,0.511,4,0,1,1,2006
Alex Ross,LUT,0.357,30,30,98,21,35,4,0,0,15,39,0.398,25,1,11,0,0.488,1,0,1,2,2006
Mike Schmalfeldt,LUT,0.336,36,36,146,41,49,5,0,1,20,57,0.39,21,0,10,1,0.417,1,0,13,14,2006
Matt Cessna,LUT,0.309,38,38,149,30,46,6,2,0,27,56,0.376,15,1,17,2,0.373,1,2,6,7,2006
Troy Peterson,LUT,0.299,33,33,107,27,32,6,3,1,21,47,0.439,15,5,11,4,0.394,5,3,2,4,2006
Jeff Hiatt,LUT,0.252,38,38,135,22,34,4,2,0,19,42,0.311,11,0,18,0,0.306,1,3,8,9,2006
Alex Thomas,LUT,0.395,16,10,43,12,17,0,0,0,9,17,0.395,1,0,7,0,0.409,0,0,4,4,2006
Blake Humpal,LUT,0.325,28,26,83,18,27,2,0,1,13,32,0.386,6,0,6,2,0.371,0,5,5,7,2006
Phillip Worden,LUT,0.32,16,15,50,4,16,2,0,0,4,18,0.36,5,0,14,0,0.382,0,1,0,1,2006
Nathan Neis,LUT,0.278,30,22,72,15,20,3,1,0,13,25,0.347,5,6,15,2,0.365,2,4,2,3,2006
Jacob Waddle,LUT,0.26,27,23,73,13,19,2,0,1,11,24,0.329,20,1,12,2,0.412,3,1,2,2,2006
Alan Seabrooke,LUT,0.227,9,6,22,2,5,1,0,0,5,6,0.273,2,0,9,0,0.292,0,0,1,1,2006
Steve Lunn,LUT,0.189,30,27,90,16,17,4,0,1,15,24,0.267,11,8,16,5,0.33,0,2,2,3,2006
Eric Banwarth,LUT,0.167,8,5,18,3,3,0,0,0,1,3,0.167,0,0,3,2,0.167,0,0,1,1,2006
Kirby VanDeWalker,LUT,0,1,1,3,1,0,0,0,0,0,0,0,0,1,2,0,0.25,0,0,0,0,2006
Doug Elfstrom,LUT,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Scott Hanson,LUT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Ross Anderson,SIM,0.432,34,33,118,24,51,8,1,0,19,61,0.517,15,2,8,0,0.496,2,4,9,10,2006
Jon Clanton,SIM,0.413,34,34,121,34,50,10,6,5,39,87,0.719,13,2,17,2,0.478,0,1,3,4,2006
James Brown,SIM,0.41,31,31,100,30,41,8,4,1,28,60,0.6,25,4,13,3,0.534,2,2,6,7,2006
Dusty Kain,SIM,0.355,36,34,124,35,44,4,2,2,26,58,0.468,14,1,17,0,0.415,3,8,18,26,2006
Jason McClaflin,SIM,0.33,35,34,109,21,36,3,1,0,18,41,0.376,9,2,10,3,0.388,1,3,0,0,2006
Chris Cyronek,SIM,0.322,36,35,115,22,37,6,0,1,23,46,0.4,8,6,12,1,0.386,3,2,0,1,2006
Mike Turnure,SIM,0.297,36,35,128,24,38,5,1,1,27,48,0.375,11,2,22,3,0.354,3,3,5,8,2006
Aaron Roland,SIM,0.5,4,0,6,2,3,1,0,0,3,4,0.667,0,0,2,0,0.5,0,0,0,0,2006
Curtis Bjork,SIM,0.5,5,0,4,3,2,0,0,1,3,5,1.25,2,1,2,0,0.714,0,0,0,0,2006
Justin Peters,SIM,0.5,2,0,2,0,1,1,0,0,1,2,1,0,0,0,0,0.5,0,0,0,0,2006
Tom Gross,SIM,0.5,3,0,2,2,1,1,0,0,2,2,1,2,1,0,0,0.8,0,0,0,0,2006
Justin Stoulil,SIM,0.367,26,24,79,18,29,5,1,0,20,36,0.456,6,3,5,0,0.432,0,2,3,4,2006
Brandon Bingham,SIM,0.34,18,14,50,9,17,3,0,0,8,20,0.4,7,2,13,0,0.426,2,0,1,1,2006
Kyle Meyer,SIM,0.288,28,24,80,28,23,6,2,0,10,33,0.413,12,4,6,2,0.402,1,3,5,5,2006
Brook Beisell,SIM,0.262,18,14,61,13,16,4,3,1,9,29,0.475,2,1,17,3,0.297,0,0,1,1,2006
AJ Wicke,SIM,0.143,13,9,28,3,4,1,0,0,2,5,0.179,3,0,9,0,0.219,1,2,0,0,2006
Cody Cooper,SIM,0.125,11,3,8,4,1,0,0,0,0,1,0.125,2,3,2,0,0.462,0,0,0,0,2006
Kelly Wilson,SIM,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2006
Chris Jones,SIM,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006
Brady Buresh,SIM,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006
Casey Pauli,WAR,0.455,42,42,167,42,76,14,1,3,40,101,0.605,8,4,15,2,0.476,6,2,6,9,2006
Brian Greiner,WAR,0.397,42,42,146,31,58,13,5,8,50,105,0.719,24,1,11,1,0.48,2,0,1,1,2006
Ryan Grant,WAR,0.335,42,42,167,37,56,7,3,0,35,69,0.413,15,0,20,3,0.388,1,1,1,3,2006
Patrick Henderson,WAR,0.277,40,40,130,33,36,9,2,0,22,49,0.377,27,2,14,2,0.401,3,0,12,14,2006
Kyle Blacker,WAR,0.27,42,35,122,28,33,4,0,0,8,37,0.303,7,3,13,0,0.326,0,4,22,23,2006
Mike Johnson,WAR,0.226,37,35,124,18,28,4,0,3,25,41,0.331,11,1,21,3,0.292,1,3,0,1,2006
Aaron Saeugling,WAR,0.5,1,0,2,1,1,0,0,0,0,1,0.5,0,0,1,0,0.5,0,0,0,0,2006
Marc Numedahl,WAR,0.373,19,19,51,13,19,2,0,0,9,21,0.412,5,7,3,2,0.484,1,2,1,1,2006
Tom Kersbergen,WAR,0.367,30,22,79,15,29,4,2,1,11,40,0.506,7,2,11,0,0.427,1,1,1,1,2006
Darren O'Donnell,WAR,0.333,14,11,39,11,13,4,1,3,11,28,0.718,4,4,6,0,0.447,0,0,0,0,2006
Kyle Jones,WAR,0.296,31,26,81,16,24,4,2,3,21,41,0.506,11,0,21,0,0.365,4,1,0,0,2006
AJ Lewis,WAR,0.25,6,1,12,0,3,0,0,0,0,3,0.25,0,0,1,0,0.25,0,0,0,0,2006
Jake Shandri,WAR,0.246,20,18,57,14,14,3,0,1,7,20,0.351,9,1,13,1,0.353,1,0,0,0,2006
Danny Broihier,WAR,0.227,29,10,44,13,10,3,1,0,6,15,0.341,7,2,8,0,0.352,1,0,6,7,2006
Ryan Johnson,WAR,0.214,18,10,28,8,6,0,0,0,4,6,0.214,13,0,7,0,0.463,0,0,0,0,2006
Matt Scherbring,WAR,0.2,2,1,5,0,1,0,0,0,1,1,0.2,0,0,1,0,0.2,0,0,0,0,2006
Ryan Martin,WAR,0.167,6,1,6,3,1,0,0,0,0,1,0.167,2,0,0,0,0.375,0,0,2,4,2006
James Rodgers,WAR,0.167,6,0,6,0,1,0,0,0,0,1,0.167,0,0,2,0,0.167,0,0,0,0,2006
Zach Schoh,WAR,0.156,17,11,32,5,5,0,1,0,3,7,0.219,8,2,10,1,0.357,0,0,0,0,2006
Brandon Steinbrec,WAR,0.08,12,9,25,3,2,0,0,1,4,5,0.2,3,1,8,1,0.207,0,0,0,0,2006
Scott Mangin,WAR,0,10,3,10,0,0,0,0,0,1,0,0,4,0,4,1,0.267,1,0,0,0,2006
Zach Nagle,WAR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Thomas Kempf,DBQ,0.396,40,39,139,12,55,11,0,0,30,66,0.475,19,3,20,3,0.47,3,1,4,5,2017
E. Willis,WAR,0.386,47,47,197,41,76,11,1,2,20,95,0.482,19,6,31,1,0.451,2,3,14,18,2017
Joe Silversmith,LUT,0.367,34,34,128,40,47,11,5,5,33,83,0.648,19,6,20,1,0.462,3,0,14,14,2017
C. Hyler,WAR,0.363,46,45,157,26,57,5,1,4,34,76,0.484,19,4,26,2,0.437,3,4,0,2,2017
Jacob Burns,COE,0.363,40,39,146,24,53,12,0,1,35,68,0.466,7,2,16,5,0.392,3,2,1,1,2017
B. Mahoney,WAR,0.353,47,47,184,41,65,10,2,2,40,85,0.462,17,8,18,2,0.419,6,1,15,20,2017
Andrew Brierton,COE,0.351,41,38,151,28,53,9,0,6,31,80,0.53,10,4,39,1,0.404,1,0,7,8,2017
Kevin DeLaney,COE,0.349,42,42,172,38,60,14,3,2,23,86,0.5,15,0,11,3,0.393,4,1,16,20,2017
Austin Konagel,LOR,0.346,37,35,127,27,44,5,2,1,20,56,0.441,22,1,30,2,0.444,1,2,8,11,2017
Seth Griffiths,CEN,0.345,42,42,168,36,58,10,1,1,18,73,0.435,20,3,24,1,0.42,2,3,31,36,2017
J. Thumann,WAR,0.343,47,47,178,44,61,11,1,13,48,113,0.635,27,5,44,1,0.435,4,0,9,13,2017
Noah Paper,BVU,0.34,41,40,144,28,49,4,0,0,18,53,0.368,19,2,19,3,0.419,2,2,11,11,2017
Bryce Hingst,LUT,0.34,44,44,159,27,54,14,0,0,23,68,0.428,24,2,31,4,0.43,1,2,3,3,2017
Hunter Hillygus,SIM,0.336,34,34,113,27,38,8,2,1,14,53,0.469,15,6,17,2,0.428,4,0,4,5,2017
Jake Halverson,LUT,0.336,40,40,131,23,44,9,0,0,26,53,0.405,15,0,7,1,0.404,0,5,2,3,2017
Kolby Hilgenberg,BVU,0.336,40,40,152,31,51,15,1,4,20,80,0.526,13,7,37,1,0.406,3,3,9,13,2017
Austin McWhite,DBQ,0.333,39,38,153,35,51,13,1,4,21,78,0.51,18,3,44,2,0.411,1,0,6,10,2017
Jake Oglesby,LOR,0.328,36,30,116,16,38,5,1,2,19,51,0.44,16,2,25,1,0.415,1,1,1,1,2017
Mitch Bruggers,LUT,0.326,36,34,132,26,43,12,0,0,20,55,0.417,12,5,23,3,0.403,0,3,5,5,2017
Kyle Hunter,NWU,0.324,40,39,148,24,48,3,1,2,18,59,0.399,5,2,31,1,0.353,1,7,5,9,2017
Luke Leibforth,LOR,0.322,38,38,152,20,49,4,0,0,16,53,0.349,16,2,11,0,0.392,1,4,7,10,2017
Zach Brown,CEN,0.32,42,42,153,30,49,9,3,2,20,70,0.458,13,3,24,0,0.378,3,3,0,0,2017
Bryce Rheault,BVU,0.317,43,43,164,34,52,6,4,0,20,66,0.402,15,4,20,2,0.386,1,1,12,15,2017
Garrett Saunders,CEN,0.314,42,42,156,36,49,12,2,4,25,77,0.494,22,4,22,0,0.401,5,3,10,12,2017
Devin Wagenman,BVU,0.314,43,42,153,28,48,13,3,1,29,70,0.458,18,9,18,3,0.41,3,3,4,6,2017
Cody Reimer,LUT,0.313,42,41,150,30,47,7,2,2,25,64,0.427,20,7,18,1,0.413,2,3,12,16,2017
A. Lechtenbe,WAR,0.311,40,35,122,22,38,1,0,0,11,39,0.32,4,3,25,0,0.349,0,7,7,9,2017
Jake Vogt,LUT,0.311,44,44,180,39,56,16,2,1,20,79,0.439,20,7,24,1,0.397,2,2,12,17,2017
Danny Weis,LOR,0.308,39,39,146,23,45,8,2,0,23,57,0.39,18,6,13,0,0.399,3,2,8,13,2017
Noah Stochl,CEN,0.304,42,42,161,29,49,9,1,1,30,63,0.391,8,0,16,5,0.326,6,2,2,2,2017
Joey Sullivan,LUT,0.303,35,35,122,18,37,11,0,2,23,54,0.443,11,9,25,0,0.401,0,0,4,5,2017
Ben Jacobson,COE,0.301,31,29,103,19,31,10,1,0,13,43,0.417,8,4,21,2,0.368,2,4,0,1,2017
Brook Johnson,NWU,0.297,36,31,118,20,35,5,1,1,12,45,0.381,13,5,22,1,0.387,1,2,4,4,2017
Kyle Alvarado,COE,0.295,32,29,112,23,33,8,2,0,17,45,0.402,10,4,25,1,0.37,1,3,5,6,2017
D. Fitzgeral,WAR,0.294,46,45,160,28,47,4,3,1,17,60,0.375,24,0,19,3,0.384,1,5,8,12,2017
Nolan Ritter,LOR,0.29,38,38,131,28,38,1,0,0,10,39,0.298,7,6,17,3,0.352,1,5,17,17,2017
Kendall Candor,BVU,0.286,43,41,161,17,46,9,0,3,30,64,0.398,17,3,33,3,0.359,3,1,2,3,2017
Peyton Renning,BVU,0.282,43,43,156,24,44,10,4,0,15,62,0.397,7,6,31,0,0.337,0,4,5,5,2017
Nolan Arp,COE,0.281,40,39,135,25,38,7,0,2,24,51,0.378,16,1,14,5,0.357,2,2,3,3,2017
Trent Dooley,SIM,0.28,36,36,132,20,37,6,4,1,9,54,0.409,14,2,30,0,0.358,0,3,1,6,2017
Michael Salazar,DBQ,0.279,29,29,104,19,29,11,0,1,12,43,0.413,19,3,13,1,0.398,2,0,0,4,2017
Marquis Dew,DBQ,0.278,31,25,90,12,25,9,1,1,17,39,0.433,9,5,14,2,0.371,1,2,3,3,2017
Michael Reuter,CEN,0.277,41,41,155,20,43,5,0,3,30,57,0.368,6,9,20,5,0.339,1,1,0,0,2017
Will Doherty,DBQ,0.275,40,40,131,19,36,8,0,0,20,44,0.336,29,9,28,4,0.438,0,5,1,5,2017
